folder,models,model_count,file_count,docx_count,doc_count,pdf_count,image_count,parts_count,status,errors
YT-09738,YT-09738,1,6,2,1,0,2,49,parts-from-docx,
YT-82295,YT-82295,1,5,2,0,1,1,29,parts-from-docx,
75932,75932,1,4,2,0,1,1,57,parts-from-docx,
YT-09739,YT-09739,1,4,2,0,1,1,43,parts-from-docx,
78151,78151,1,5,1,0,2,1,1,parts-from-docx,
75944,75944,1,5,2,0,1,1,55,parts-from-docx,
79812,79812 79810 79811,3,8,1,2,2,2,54,parts-from-docx,
YT-07190,YT-07190,1,3,2,0,0,1,51,parts-from-docx,
YT-82155,YT-82155,1,3,2,0,0,0,82,parts-from-docx,
YT-82340,YT-82340,1,4,1,1,1,1,58,parts-from-docx,
75930_75931,75930 75931,2,5,3,0,1,1,62,parts-from-docx,
75832,75832,1,4,3,0,0,1,2,parts-from-docx,
75835,75835,1,4,3,0,0,1,1,parts-from-docx,
75886,75886,1,4,3,0,0,1,0,drawing-only,
"78080, 78081, 78082",78080 78081 78082,3,11,5,0,1,3,52,parts-from-docx,
75833,75833,1,4,3,0,0,1,17,parts-from-docx,
75888,75888,1,4,3,0,0,1,26,parts-from-docx,
75921_75922,75921 75922,2,4,2,0,1,1,18,parts-from-docx,
75887,75887,1,4,3,0,0,1,0,drawing-only,
75885,75885,1,4,3,0,0,1,0,drawing-only,
80450,80450,1,5,1,2,1,1,24,parts-from-docx,
75830,75830,1,3,2,0,0,1,0,drawing-only,
75831,75831,1,4,2,0,1,1,1,parts-from-docx,
75818,75818,1,3,2,0,0,1,30,parts-from-docx,
75817,75817,1,4,3,0,0,1,19,parts-from-docx,
75811_75836,75811 75836,2,4,2,0,0,2,0,drawing-only,
75815,75815,1,4,3,0,0,1,1,parts-from-docx,
75889,75889,1,4,3,0,0,1,32,parts-from-docx,
75813_75838,75813 75838,2,6,4,0,0,2,23,parts-from-docx,
75923_75924,75923 75924 75921,3,13,3,0,7,2,37,parts-from-docx,
75812_75837,75812 75837,2,7,5,0,0,2,0,drawing-only,
75805,75805,1,5,2,0,2,1,14,parts-from-docx,
75807_75827,75807 75827,2,7,5,0,0,2,15,parts-from-docx,
75809_75829,75809 75829,2,8,5,0,0,3,38,parts-from-docx,
79943,79943,1,4,1,1,1,1,27,parts-from-docx,
75808_75828,75808 75828,2,8,5,0,0,3,34,parts-from-docx,
75719,75719,1,4,2,0,1,1,23,parts-from-docx,
"75705, 75706, 75707, 75708, 75709, 75710, 75711, 75712",75705 75706 75707 75708 75709 75710 75711 75712,8,4,1,1,1,1,31,parts-from-docx,
YT-82207,YT-82207,1,6,2,0,1,1,27,parts-from-docx,
75670_75671_75672_75673_75674,75670 75671 75672 75673 75674,5,13,6,0,5,1,15,parts-from-docx,
"75775, 75776, 75777, 75778, 75779",75775 75776 75777 75778 75779,5,5,2,0,1,1,19,parts-from-docx,
75665,75665,1,4,2,0,1,1,21,parts-from-docx,
75662,75662,1,4,2,0,1,1,21,parts-from-docx,
YT-82097,YT-82097,1,2,2,0,0,0,51,parts-from-docx,
75716,75716,1,4,2,0,1,1,19,parts-from-docx,
DZ_YT-17008,YT-17008 YT-17000,2,7,2,1,2,2,75,parts-from-docx,
YT-09223,YT-09223,1,4,2,0,1,1,99,parts-from-docx,
75663,75663,1,4,2,0,1,1,21,parts-from-docx,
75664,75664,1,4,2,0,1,1,21,parts-from-docx,
YT-0750,,0,2,1,1,0,0,34,parts-from-docx,
YT-08502,YT-08502,1,3,2,0,0,1,25,parts-from-docx,
YT-82251,YT-82251,1,2,1,0,1,0,19,parts-from-docx,
YT-82220,YT-82220 82220,2,6,1,3,1,1,55,parts-from-docx,
YT-82234,YT-82234,1,5,2,0,1,0,112,parts-from-docx,
73403,73403,1,3,1,1,1,0,13,parts-from-docx,
73410,73410,1,4,1,1,2,0,26,parts-from-docx,
80062,80062,1,4,1,1,1,1,15,parts-from-docx,
80082,80082,1,4,1,1,1,1,36,parts-from-docx,
73420,73420,1,4,1,1,2,0,25,parts-from-docx,
73473,73473,1,3,0,1,1,1,0,drawing-only,
73470,73470,1,3,1,1,1,0,39,parts-from-docx,
YT-81381,YT-81381,1,5,2,0,1,1,19,parts-from-docx,
73056,73056,1,6,1,2,1,2,20,parts-from-docx,
68793,68793,1,3,1,0,1,1,0,drawing-only,
YT-55801 YT-55803,YT-55801 YT-55803,2,7,4,0,0,1,40,parts-from-docx,
73400,73400,1,3,1,1,1,0,10,parts-from-docx,
YG-05331,YG-05331,1,4,1,1,2,0,0,drawing-only,
72928,72928,1,4,1,1,1,1,22,parts-from-docx,
YG-05332,YG-05332,1,4,1,1,2,0,0,drawing-only,
70280,70280,1,4,2,0,1,1,56,parts-from-docx,
YT-09220,YT-09220,1,4,2,0,1,1,113,parts-from-docx,
68791,68791,1,4,2,0,1,1,21,parts-from-docx,
73060,73060,1,4,1,1,1,1,32,parts-from-docx,
YT-0752,,0,6,1,2,2,1,27,parts-from-docx,
YT-1702,,0,4,1,1,1,1,30,parts-from-docx,
YG-05260,YG-05260,1,3,1,1,1,0,54,parts-from-docx,
YT-82099,YT-82099,1,5,1,1,1,1,59,parts-from-docx,
YT-82148,YT-82148,1,3,1,0,1,0,166,parts-from-docx,
DZ_YT-17007,YT-17007 YT-17000,2,7,2,1,2,2,66,parts-from-docx,
68652,68652,1,3,1,0,1,1,0,drawing-only,
DZ_YT-2341,,0,3,0,2,1,0,0,drawing-only,
YT-84841 YT-84842,YT-84841 YT-84842,2,8,3,0,3,1,124,parts-from-docx,
YT-17205,YT-17205 825011,2,8,2,0,3,1,50,parts-from-docx,
DZ_YT-17003,YT-17003 YT-17000,2,7,2,1,2,2,41,parts-from-docx,
68792,68792,1,3,1,0,1,1,39,parts-from-docx,
68650,68650,1,4,2,0,1,1,18,parts-from-docx,
79725,79725,1,6,1,1,2,1,75,parts-from-docx,
YT-08505,YT-08505 08505,2,3,1,1,1,0,24,parts-from-docx,
DZ_YT-09618,YT-09618,1,4,2,0,0,1,60,parts-from-docx,
YG-09225,YG-09225 09225,2,6,2,0,1,3,7,parts-from-docx,
68271,68271,1,5,2,0,1,1,18,parts-from-docx,
YT-0751,,0,8,1,2,3,2,27,parts-from-docx,
68503,68503,1,3,2,0,0,1,105,parts-from-docx,
YT-3612,,0,7,1,3,2,1,33,parts-from-docx,
68501,68501 68502,2,6,2,0,2,1,96,parts-from-docx,
YT-0756,,0,5,1,1,2,1,37,parts-from-docx,
YT-3618,,0,4,1,1,1,1,58,parts-from-docx,
68651,68651,1,4,2,0,1,1,20,parts-from-docx,
68281,68281,1,6,2,0,2,1,27,parts-from-docx,
68272,68272 130349,2,5,2,0,0,2,40,parts-from-docx,
68502,68502 68501,2,7,2,0,2,1,97,parts-from-docx,
68273,68273 141412,2,5,2,0,1,1,40,parts-from-docx,
68280,68280,1,3,2,0,0,1,29,parts-from-docx,
68270,68270,1,5,2,0,1,1,25,parts-from-docx,
68260,68260,1,7,3,0,1,2,46,parts-from-docx,
68194,68194,1,4,2,0,1,1,51,parts-from-docx,
"68219, 68223",68219 68223,2,4,1,0,0,1,1,parts-from-docx,
68216,68216,1,5,2,0,0,1,45,parts-from-docx,
68217,68217 095136,2,6,2,0,0,2,33,parts-from-docx,
68218,68218,1,4,2,0,0,1,34,parts-from-docx,
68100,68100,1,5,1,1,1,1,48,parts-from-docx,
"68206, 68207, 68208, 68209",68206 68207 68208 68209,4,3,2,0,0,1,33,parts-from-docx,
YT-82154,YT-82154,1,6,2,0,2,1,67,parts-from-docx,
68172,68172,1,4,2,0,1,1,43,parts-from-docx,
68115,68115,1,5,1,1,1,1,60,parts-from-docx,
68032,68032,1,5,2,0,1,1,2,parts-from-docx,
YT-82144,YT-82144,1,4,2,0,1,0,82,parts-from-docx,
68174,68174,1,4,2,0,1,1,39,parts-from-docx,
68477,68477,1,5,2,0,2,1,14,parts-from-docx,
68090,68090,1,5,1,1,1,1,46,parts-from-docx,
68173,68173,1,4,2,0,1,1,35,parts-from-docx,
67920,67920,1,4,1,0,2,1,5,parts-from-docx,
68015,68015,1,4,2,0,1,1,37,parts-from-docx,
68016,68016,1,5,2,0,2,1,68,parts-from-docx,
YT-09240,YT-09240,1,4,2,0,1,1,93,parts-from-docx,
67877,67877 090806 085435 090822 085409 085538 085207 085241 090858 085404 085941 085218,12,18,2,0,2,13,41,parts-from-docx,
67900,67900,1,8,2,0,0,5,63,parts-from-docx,
67880,67880,1,5,1,1,1,2,29,parts-from-docx,
67881,67881 082936,2,7,2,0,2,2,58,parts-from-docx,
67851,67851,1,5,2,0,2,1,74,parts-from-docx,
67882,67882,1,4,1,1,1,1,60,parts-from-docx,
67790,67790 110921 111608 110915 110953,5,8,1,1,1,5,42,parts-from-docx,
67844,67844,1,5,2,0,1,1,45,parts-from-docx,
67842,67842,1,5,2,0,1,1,60,parts-from-docx,
YT-82038,YT-82038,1,3,1,0,1,0,5,parts-from-docx,
67815,67815,1,7,2,0,2,2,96,parts-from-docx,
67814,67814,1,7,2,0,2,2,100,parts-from-docx,
67812,67812,1,7,2,0,2,2,125,parts-from-docx,
67843,67843,1,5,2,0,1,1,63,parts-from-docx,
67780,67780 090656 090756 091047 090729 090814 090654 084351 141632,9,13,1,1,1,9,20,parts-from-docx,
67707,67707 082315 082138 084448 081919 084413 083200 082948 083227 083011 082740 082305 081937 084419 082636 083309 083002 082732 082941 080936 082300 081926 082332 082630,24,30,2,0,1,25,73,parts-from-docx,
67781,67781 100748 101322 101514 101455 101502 102206 101450 100808 100830 100759 102244 102215,13,17,1,1,1,13,0,drawing-only,
YT-83095,YT-83095,1,1,1,0,0,0,13,parts-from-docx,
67703,67703,1,5,2,0,1,2,37,parts-from-docx,
67813,67813,1,6,2,0,2,2,64,parts-from-docx,
67702,67702,1,5,2,0,2,1,44,parts-from-docx,
67661,67661 094616 092543 094706 094633 123000,6,10,2,0,1,6,16,parts-from-docx,
YT-82089,YT-82089,1,5,2,0,1,1,52,parts-from-docx,
YT-82096,YT-82096,1,3,1,0,1,0,61,parts-from-docx,
67700,67700,1,9,5,0,3,1,80,parts-from-docx,
YT-82098,YT-82098,1,5,1,1,1,1,55,parts-from-docx,
YT-82077,YT-82077,1,2,1,0,1,0,17,parts-from-docx,
67640,67640,1,4,2,0,1,1,52,parts-from-docx,
67530,67530 140426 133238 140405 134231 133428 140138 133228 133250 134537,10,14,2,0,1,10,35,parts-from-docx,
67660,67660 134626 134310 134248 134756 133050 122908 134258 134320 141100,10,15,2,0,1,11,19,parts-from-docx,
67573,67573 152144 152949 152353 152218 153550 152234,7,10,2,0,1,6,62,parts-from-docx,
67641,67641,1,4,2,0,1,1,2,parts-from-docx,
67526,67526,1,4,1,1,1,1,33,parts-from-docx,
67590,67590 115955 115918 115734 121244 121256 120157 121307 120501 121145 115932 111712 115419 115839 111719 115703 115819 115649,18,23,2,0,2,18,80,parts-from-docx,
YG-05355,YG-05355,1,2,1,1,0,0,35,parts-from-docx,
67528,67528,1,4,2,0,1,1,21,parts-from-docx,
67527,67527 082917 082711 083556 083745 082555 083008 082750,8,12,2,0,1,8,22,parts-from-docx,
67574,67574 143148 145555 142540 145547 144609 142011 142026 142923,9,12,2,0,1,8,56,parts-from-docx,
67642,67642,1,4,2,0,1,1,57,parts-from-docx,
67520,67520 122356 121755 122359 121449 121435 121313 121448 121724 122739 122411,11,14,2,0,0,11,26,parts-from-docx,
YT-0957,260205,1,4,0,1,1,1,0,drawing-only,
67525,67525,1,5,1,1,1,2,27,parts-from-docx,
67501,67501 100731 100635 091630 100631 100649,6,9,2,0,0,6,45,parts-from-docx,
67500,67500 085014 083323 083145 084527 084700 084714 083458 083438 083135 152633,11,15,2,0,0,12,47,parts-from-docx,
YT-82022,YT-82022,1,6,2,0,2,1,47,parts-from-docx,
67423,67423,1,5,2,0,1,1,28,parts-from-docx,
67480,67480 131638 132028 132051 132014 125818 124710 124701 131705 131823 132018,11,15,2,0,1,11,35,parts-from-docx,
67470,67470 091851 084658 085858 090144 090104 085802,7,10,3,0,1,6,30,parts-from-docx,
67453,67453 085338 092744 095030 092727 094911 095039,7,9,2,0,0,7,28,parts-from-docx,
67424,67424,1,5,2,0,1,1,26,parts-from-docx,
67451,67451 092405 092108 084725 091615 091713 092415,7,10,3,0,1,6,46,parts-from-docx,
67455,67455 135850 134303 134815 142103 142007,6,9,3,0,1,5,40,parts-from-docx,
67458,67458,1,4,1,1,1,1,54,parts-from-docx,
YT-84840,YT-84840,1,5,2,0,1,1,130,parts-from-docx,
67420,67420 090204 081243 081440 081312 085943 081256 085935 090151,9,13,2,0,1,9,45,parts-from-docx,
67220,67220,1,3,2,0,1,0,40,parts-from-docx,
DZ_YT-17009,YT-17009 YT-17000 17009,3,8,2,1,3,2,75,parts-from-docx,
YT-82001,YT-82001,1,3,2,0,0,1,93,parts-from-docx,
67457,67457 090423 090548 091443 084647 085814 085738 084854 090809 085732,10,15,2,0,0,11,63,parts-from-docx,
67091,67091,1,4,2,0,1,1,36,parts-from-docx,
67113,67113,1,8,2,0,2,2,46,parts-from-docx,
67090,67090,1,3,2,0,1,0,53,parts-from-docx,
66841,66841,1,4,2,0,1,1,31,parts-from-docx,
YT-09695,YT-09695,1,4,2,0,1,1,34,parts-from-docx,
66842,66842,1,4,2,0,1,1,34,parts-from-docx,
67110,67110,1,3,2,0,1,0,33,parts-from-docx,
66930,66930,1,4,2,0,0,0,23,parts-from-docx,
67112,67112,1,5,2,0,2,1,26,parts-from-docx,
58700,58700,1,4,1,1,0,2,103,parts-from-docx,
58691,58691,1,4,1,1,0,1,103,parts-from-docx,
57091,57091,1,3,1,1,1,0,46,parts-from-docx,
58643,58643,1,3,1,1,0,1,28,parts-from-docx,
58690,58690,1,3,1,1,0,1,94,parts-from-docx,
58539,58539,1,3,2,0,0,1,3,parts-from-docx,
58540,58540,1,18,2,0,0,16,180,parts-from-docx,
58661,58661,1,4,1,1,0,2,22,parts-from-docx,
58550,58550,1,5,3,0,0,2,530,parts-from-docx,
YT-09620,YT-09620 09620,2,3,1,0,0,2,53,parts-from-docx,
57092,57092,1,3,1,1,1,0,45,parts-from-docx,
57097,57097,1,3,1,1,1,0,53,parts-from-docx,
55820,55820,1,2,1,1,0,0,5,parts-from-docx,
YT-55584,YT-55584 07205,2,7,3,0,1,2,43,parts-from-docx,
58687,58687,1,4,1,1,0,2,73,parts-from-docx,
67200,67200,1,3,2,0,1,0,42,parts-from-docx,
67120,67120,1,5,2,1,1,1,41,parts-from-docx,
67201,67201,1,3,2,0,1,0,39,parts-from-docx,
09900,09900,1,2,2,0,0,0,4,parts-from-docx,
67125,67125,1,5,3,0,0,1,119,parts-from-docx,
"53575, 53576, 53577",53575 53576 53577,3,6,4,0,1,1,43,parts-from-docx,
DZ_YT-7350,,0,2,0,1,1,0,0,drawing-only,
79791,79791,1,3,1,1,0,1,54,parts-from-docx,
