fileId,model,title,brand,previewUrl,viewerUrl,reason
1Z3nO2n4ruU2hwWFOerRibzEneLvvP8N2,67231,Czesci_zamienne_67231.pdf,LUND,https://drive.google.com/file/d/1Z3nO2n4ruU2hwWFOerRibzEneLvvP8N2/preview,https://drive.google.com/file/d/1Z3nO2n4ruU2hwWFOerRibzEneLvvP8N2/view?usp=drivesdk,unknown brand / numeric filename / missing device name
1__fgv7vSlq97m5YZV2Lp_nHMxJYLl7Er,67292,Czesci_zamienne_67292.pdf,LUND,https://drive.google.com/file/d/1__fgv7vSlq97m5YZV2Lp_nHMxJYLl7Er/preview,https://drive.google.com/file/d/1__fgv7vSlq97m5YZV2Lp_nHMxJYLl7Er/view?usp=drivesdk,unknown brand / numeric filename / missing device name
10twZS_cA4zlwgCNqYDFYROtsP98VTR8k,67293,Czesci_zamienne_67293.pdf,LUND,https://drive.google.com/file/d/10twZS_cA4zlwgCNqYDFYROtsP98VTR8k/preview,https://drive.google.com/file/d/10twZS_cA4zlwgCNqYDFYROtsP98VTR8k/view?usp=drivesdk,unknown brand / numeric filename / missing device name
1x1USizZGfpydDrV6T4tULLQKhxMbN22h,67420,Czesci_zamienne_67420.pdf,LUND,https://drive.google.com/file/d/1x1USizZGfpydDrV6T4tULLQKhxMbN22h/preview,https://drive.google.com/file/d/1x1USizZGfpydDrV6T4tULLQKhxMbN22h/view?usp=drivesdk,unknown brand / numeric filename / missing device name
1TrckZn5ZFmka8PjN5t4XVOjgtkUKKf-C,67422,Czesci_zamienne_67422.pdf,LUND,https://drive.google.com/file/d/1TrckZn5ZFmka8PjN5t4XVOjgtkUKKf-C/preview,https://drive.google.com/file/d/1TrckZn5ZFmka8PjN5t4XVOjgtkUKKf-C/view?usp=drivesdk,unknown brand / numeric filename / missing device name
1RikedlfhILHopXQikmR3DZSC2137TBbU,67423,Czesci_zamienne_67423.pdf,LUND,https://drive.google.com/file/d/1RikedlfhILHopXQikmR3DZSC2137TBbU/preview,https://drive.google.com/file/d/1RikedlfhILHopXQikmR3DZSC2137TBbU/view?usp=drivesdk,unknown brand / numeric filename / missing device name
16qAkCkxwMp0OhjmfwwTLel-XTtLlTmf5,67424,Czesci_zamienne_67424.pdf,LUND,https://drive.google.com/file/d/16qAkCkxwMp0OhjmfwwTLel-XTtLlTmf5/preview,https://drive.google.com/file/d/16qAkCkxwMp0OhjmfwwTLel-XTtLlTmf5/view?usp=drivesdk,unknown brand / numeric filename / missing device name
1ElhfEiWY8sjbRg48glvt7gBddg4zsPHT,67450,Czesci_zamienne_67450.pdf,LUND,https://drive.google.com/file/d/1ElhfEiWY8sjbRg48glvt7gBddg4zsPHT/preview,https://drive.google.com/file/d/1ElhfEiWY8sjbRg48glvt7gBddg4zsPHT/view?usp=drivesdk,unknown brand / numeric filename / missing device name
1CHuaVDlHEtICS35co8zE86qOuqyJUgY5,67451,Czesci_zamienne_67451.pdf,LUND,https://drive.google.com/file/d/1CHuaVDlHEtICS35co8zE86qOuqyJUgY5/preview,https://drive.google.com/file/d/1CHuaVDlHEtICS35co8zE86qOuqyJUgY5/view?usp=drivesdk,unknown brand / numeric filename / missing device name
1NaxUTvQNijcsNu4g7E0ZcJ-vdGM-wJXb,67453,Czesci_zamienne_67453.pdf,LUND,https://drive.google.com/file/d/1NaxUTvQNijcsNu4g7E0ZcJ-vdGM-wJXb/preview,https://drive.google.com/file/d/1NaxUTvQNijcsNu4g7E0ZcJ-vdGM-wJXb/view?usp=drivesdk,unknown brand / numeric filename / missing device name
